k,z,c,l
1.210279591430674317e+00,9.107653074860656561e-01,6.406497944463666050e-01,9.190147110579198753e-01
1.367749408820321921e+00,9.176011748472027163e-01,6.801923737651703883e-01,9.137714473050272401e-01
1.510977324827729396e+00,9.239354785438337325e-01,7.148911011331718912e-01,9.094466751136659477e-01
1.640728812630512179e+00,9.298016500123310601e-01,7.454548169625291321e-01,9.058581586082733450e-01
1.758002146236576246e+00,9.352314169786714038e-01,7.724650512486566090e-01,9.028653752373657637e-01
1.863881138755323796e+00,9.402548029467516777e-01,7.964035296907885364e-01,9.003595941391332458e-01
1.959453808020163113e+00,9.449001451242959870e-01,8.176724712597239764e-01,8.982563158249147195e-01
2.045769075059454600e+00,9.491941270353123628e-01,8.366098416473283228e-01,8.964896841221500212e-01
2.123815819224879942e+00,9.531618226042151143e-01,8.535010011562900178e-01,8.950083981653353948e-01
1.000000000000000056e-01,8.653061224489796421e-01,2.355700770444188463e-01,9.809770761635561165e-01
2.615558232258624050e-01,8.753791422874152017e-01,3.337435527119461121e-01,9.687419576101562457e-01
4.582210864577478393e-01,8.847498524537041886e-01,4.171295848971880438e-01,9.550801954750377520e-01
6.631726998580167454e-01,8.934594753167661718e-01,4.880598809936373406e-01,9.432377975980462681e-01
8.628795551140585607e-01,9.015480331725295171e-01,5.488074082724682112e-01,9.335061466736639391e-01
1.051005366851265777e+00,9.090541643290207530e-01,6.011899475627002776e-01,9.255893127866668957e-01
1.224916413105631374e+00,9.160149881153413221e-01,6.466291365383952661e-01,9.191352643032708603e-01
1.383904331824946654e+00,9.224660114333530503e-01,6.862462433227171088e-01,9.138440406773457036e-01
1.528264143922625662e+00,9.284410702408397720e-01,7.209380244351321076e-01,9.094788188861975264e-01
1.658799648448568309e+00,9.339723001024544669e-01,7.514313787809014933e-01,9.058563279550454483e-01
1.776551286846772326e+00,9.390901306539236604e-01,7.783223966189379839e-01,9.028350632388932873e-01
1.882644740920146997e+00,9.438232994855931812e-01,8.021046380724641267e-01,9.003053846425335127e-01
1.978207357179267767e+00,9.481988815577588881e-01,8.231899988783542010e-01,8.981819529335673957e-01
2.064323688623501685e+00,9.522423308099771111e-01,8.419243940070424426e-01,8.963981299755330312e-01
2.142014017046475427e+00,9.559775311197503678e-01,8.585997399915618056e-01,8.949018758072104784e-01
1.000000000000000056e-01,8.734693877551020780e-01,2.375724894394091180e-01,9.813684376407526555e-01
2.634946918681074779e-01,8.829739152382606315e-01,3.370741119417966503e-01,9.691896810236227955e-01
4.629554001048120648e-01,8.918093964985968070e-01,4.214426812371137032e-01,9.554713160787433601e-01
6.708446127469605003e-01,9.000161041955374586e-01,4.930728900558027372e-01,9.435523063717217163e-01
8.732735801488767935e-01,9.076329588131777371e-01,5.543005983432973682e-01,9.337471148122313824e-01
1.063752701392030930e+00,9.146973847234655119e-01,6.069926597854622408e-01,9.257651438130849453e-01
1.239598415936693065e+00,9.212452091720535474e-01,6.526081989065928290e-01,9.192550170551372357e-01
1.400104446407397729e+00,9.273105974264380658e-01,6.922974717709133863e-01,9.139161316951849301e-01
1.545593363170165491e+00,9.329260180793796930e-01,7.269800123800657099e-01,9.095106882426083894e-01
1.676907948283127947e+00,9.381222332182205248e-01,7.574008658224284929e-01,9.058543989868197421e-01
1.795131432158578288e+00,9.429283088413643599e-01,7.841707348451623094e-01,9.028047912019508958e-01
1.901431912925733547e+00,9.473716415204199714e-01,8.077950414482919506e-01,9.002513265472543713e-01
1.996976526515993333e+00,9.514779978673594263e-01,8.286953681975584018e-01,8.981078349420617002e-01
2.082885832262602488e+00,9.552715638701980705e-01,8.472255772124589468e-01,8.963069037769039182e-01
2.160211809894033497e+00,9.587750016096101557e-01,8.636841306369522631e-01,8.947957606140509723e-01
1.000000000000000056e-01,8.816326530612245138e-01,2.395747847462481317e-01,9.817532630145874295e-01
2.654338646397349510e-01,8.905630118904960257e-01,3.404087095683513420e-01,9.696327847069319272e-01
4.677005879976717240e-01,8.988588135807383805e-01,4.257613927515600527e-01,9.558591347072601385e-01
6.785401799954375868e-01,9.065591855560181100e-01,4.980912465763418506e-01,9.438644461155962784e-01
8.837019958939175135e-01,9.137017772451425657e-01,5.597977598063886839e-01,9.339863991375093599e-01
1.076541596107227550e+00,9.203226532567407858e-01,6.127973594168377725e-01,9.259398026528855574e-01
1.254325377430518973e+00,9.264562236534141793e-01,6.585869834688024005e-01,9.193739833265328620e-01
1.416349528209028596e+00,9.321352052101479213e-01,6.983460885488713688e-01,9.139877291948883542e-01
1.562964774940471147e+00,9.373906082658273187e-01,7.330171233202833481e-01,9.095422883227183286e-01
1.695053538247087044e+00,9.422517444546936183e-01,7.633633652821651960e-01,9.058523741586359534e-01
1.813742456604249709e+00,9.467462512298356891e-01,7.900101808064985409e-01,9.027745595742153739e-01
1.920242589212683093e+00,9.509001296599601805e-01,8.134748804476360506e-01,9.001974187267750560e-01
2.015761319135076501e+00,9.547377924930195991e-01,8.341887431456338486e-01,8.980339593985325886e-01
2.101455583432722651e+00,9.582821199371021059e-01,8.525135757326204322e-01,8.962160018519237381e-01
2.178409352486687212e+00,9.615545210128345621e-01,8.687543752073639824e-01,8.946900476681819425e-01
1.000000000000000056e-01,8.897959183673469497e-01,2.415769632454203009e-01,9.821317197906316299e-01
2.673733380185543962e-01,8.981464889877180946e-01,3.437473133494514665e-01,9.700713704758111566e-01
4.724565948338968480e-01,9.058982117973101156e-01,4.300856711637390251e-01,9.562437186547384504e-01
6.862592900083910319e-01,9.130888724470941353e-01,5.031149005901444093e-01,9.441742623612590091e-01
8.941646406381181800e-01,9.197546796609760156e-01,5.652988525371439588e-01,9.342240305163451719e-01
1.089371852011905117e+00,9.259301924725296118e-01,6.186040245539494720e-01,9.261133100266327745e-01
1.269097078204229012e+00,9.316482789593421021e-01,6.645654920894055184e-01,9.194921767270828328e-01
1.432639355976586204e+00,9.369401010212328185e-01,7.043921224856738439e-01,9.140588417565614909e-01
1.580378174399088786e+00,9.418351204310082547e-01,7.390494143848017616e-01,9.095736241111619380e-01
1.713236246638402127e+00,9.463611220165486504e-01,7.693189624944750671e-01,9.058502558410860273e-01
1.832384235912829062e+00,9.505442504072052490e-01,7.958408468867452790e-01,9.027443687701804942e-01
1.939076704387473482e+00,9.544090572948558115e-01,8.191442925937871822e-01,9.001436600607926053e-01
2.034561736976995938e+00,9.579785566216207915e-01,8.396702839741194691e-01,8.979603238903838269e-01
2.120033016943826176e+00,9.612742855146778620e-01,8.577885698404773551e-01,8.961254205964552799e-01
2.196606795313175375e+00,9.643163691471861032e-01,8.738106711607968036e-01,8.945847321544635466e-01
1.000000000000000056e-01,8.979591836734693855e-01,2.435790251810080465e-01,9.825039698403582600e-01
2.693131086407615782e-01,9.057244021910615395e-01,3.470898915441731347e-01,9.705055368787122161e-01
4.772233661497434776e-01,9.129276971111469630e-01,4.344154689901167932e-01,9.566251331312536355e-01
6.940018327698552758e-01,9.196053148017034884e-01,5.081438029904136178e-01,9.444817992723214539e-01
9.046613549231644624e-01,9.257918532526913102e-01,5.708038371257064814e-01,9.344600389113412175e-01
1.102243272884053216e+00,9.315202201423719020e-01,6.244126336916031583e-01,9.262856860592821873e-01
1.283913301912826155e+00,9.368216170664267484e-01,6.705437265813463110e-01,9.196096104788370473e-01
1.448973711490387339e+00,9.417255451432369195e-01,7.104356018185472577e-01,9.141294777141824035e-01
1.597833359443921131e+00,9.462598278400853324e-01,7.450769415159054221e-01,9.096047004436783601e-01
1.731455903894049575e+00,9.504506474405537420e-01,7.752677409892584359e-01,9.058480463239919622e-01
1.851056647089144525e+00,9.543225920920629379e-01,8.016628430506517189e-01,9.027142191729856657e-01
1.957934193233870523e+00,9.578987108354384272e-01,8.248034124000788170e-01,9.000900494356568471e-01
2.053377780868188118e+00,9.612005744280177622e-01,8.451401473728230584e-01,8.978869260435717869e-01
2.138618205054153343e+00,9.642483401315058433e-01,8.630507357454966222e-01,8.960351564747703890e-01
2.214804284774148257e+00,9.670608189494011020e-01,8.788532114468937673e-01,8.944798093573644859e-01
1.000000000000000056e-01,9.061224489795918213e-01,2.455809707625721816e-01,9.828701696379699149e-01
2.712531732945469565e-01,9.132968061094993706e-01,3.504364129022216612e-01,9.709353793315015357e-01
4.820008482996037125e-01,9.199473734118879253e-01,4.387507395213020023e-01,9.570034413476086188e-01
7.017676998068406169e-01,9.261086595279990341e-01,5.131779055072248630e-01,9.447870996990594961e-01
9.151919814924280860e-01,9.318134813310346987e-01,5.763126748587064085e-01,9.346944534163970086e-01
1.115155665201833513e+00,9.370929494103872326e-01,6.302231657122293607e-01,9.264569503033045494e-01
1.298773835180096592e+00,9.419764746949534917e-01,6.765216887084192221e-01,9.197262974312220285e-01
1.465352379495740154e+00,9.464917920924224015e-01,7.164765542106442675e-01,9.141996451651290823e-01
1.615330130644864193e+00,9.506649975939016617e-01,7.510997595045774133e-01,9.096355220129953567e-01
1.749712342545817645e+00,9.545205958089164611e-01,7.812097825462551715e-01,9.058457478197937673e-01
1.869759568393446925e+00,9.580815553558257314e-01,8.074762769174930188e-01,9.026841111360279779e-01
1.976814990723430920e+00,9.613693699395871040e-01,8.304523714624423292e-01,9.000365857446344098e-01
2.072209450568515354e+00,9.644041233059305052e-01,8.505984865805102935e-01,8.978137635217413592e-01
2.157211217559597660e+00,9.672045565722732219e-01,8.683002457212112279e-01,8.959452060176249510e-01
2.233001963317160499e+00,9.697881367052322288e-01,8.838821846497783019e-01,8.943752746579156643e-01
1.000000000000000056e-01,9.142857142857143682e-01,2.475828001675978440e-01,9.832304704801231310e-01
2.731935289117485843e-01,9.208637543290283389e-01,3.537868466517720689e-01,9.713609902464476198e-01
4.867889884347706975e-01,9.269573425748394158e-01,4.430914368028225359e-01,9.573787045959719633e-01
7.095567841527589126e-01,9.325990505970470634e-01,5.182171606861250002e-01,9.450902052304857026e-01
9.257563652398773657e-01,9.378197434401607246e-01,5.818253277010485558e-01,9.349273022906399166e-01
1.128108838081259835e+00,9.426485889323458212e-01,6.360355998756724860e-01,9.266271217608040844e-01
1.313678467530331684e+00,9.471130834693305411e-01,6.824993801870228305e-01,9.198422500753770104e-01
1.481775147635380874e+00,9.512390907962687825e-01,7.225150067677676979e-01,9.142693519793468893e-01
1.632868291184413456e+00,9.550508908222022919e-01,7.571179220242342245e-01,9.096660933745287503e-01
1.768005397176759086e+00,9.585712359539473315e-01,7.871451672469345073e-01,9.058433624668770223e-01
1.888492879321127971e+00,9.618214128357289727e-01,8.132812538314745376e-01,9.026540449846079950e-01
1.995719032025299544e+00,9.648213077311676988e-01,8.360912985480233317e-01,8.999832678882874193e-01
2.091056744817033408e+00,9.675894740892281298e-01,8.560454514908915069e-01,8.977408340255567110e-01
2.175812121880271732e+00,9.701432010995951760e-01,8.735372682273333522e-01,8.958555658206115435e-01
2.251199969567650339e+00,9.724985822698024585e-01,8.888977751247603143e-01,8.942711235310319973e-01
1.000000000000000056e-01,9.224489795918368040e-01,2.495845135433958084e-01,9.835850186984029797e-01
2.751341725613971612e-01,9.284252994407927728e-01,3.571411624888720659e-01,9.717824591541054380e-01
4.915877344838439078e-01,9.339577045176569170e-01,4.474375156169999035e-01,9.577509823264794830e-01
7.173689803130479659e-01,9.390766291272242272e-01,5.232615218678846603e-01,9.453911562437863347e-01
9.363543531616232984e-01,9.438108154679266670e-01,5.873417582786962798e-01,9.351586129906243050e-01
1.141102603216779920e+00,9.481873430093573640e-01,6.418499158096455659e-01,9.267962189044932630e-01
1.328626991323008877e+00,9.522316700722320837e-01,6.884768026881102898e-01,9.199574805577267478e-01
1.498241806384669861e+00,9.559676847649046794e-01,7.285509860547051408e-01,9.143386058079985279e-01
1.650447646800538015e+00,9.594177628691310522e-01,7.631314816634025000e-01,9.096964189517211530e-01
1.786334904379115462e+00,9.626028306544686108e-01,7.930739735246121747e-01,9.058408923326389806e-01
1.907256460582821944e+00,9.655424309391567039e-01,8.190778769296279682e-01,9.026240210173777090e-01
2.014646252514972424e+00,9.682547910095236077e-01,8.417203196805584930e-01,8.999300947746905477e-01
2.109919661375031730e+00,9.707568912640840431e-01,8.614811887546756086e-01,8.976681352918889356e-01
2.194420983142362669e+00,9.730645336666288170e-01,8.787619680272878986e-01,8.957662325423798588e-01
2.269398438453004818e+00,9.751924092787624954e-01,8.939001631298851835e-01,8.941673515427104313e-01
1.000000000000000056e-01,9.306122448979592399e-01,2.515861110090187314e-01,9.839339558604417446e-01
2.770751014431575565e-01,9.359814930681922274e-01,3.604993305667869574e-01,9.721998728193952388e-01
4.963970351335533771e-01,9.409485572549450838e-01,4.517889314652543398e-01,9.581203322201023997e-01
7.252041842315917197e-01,9.455415334654638793e-01,5.283109431687715851e-01,9.456899919514032415e-01
9.469857943087023333e-01,9.497868697520109871e-01,5.928619298618994504e-01,9.353884122010336366e-01
1.154136774823492528e+00,9.537094117164316431e-01,6.476660935003829556e-01,9.269642596977157867e-01
1.343619201689381315e+00,9.573324563927588793e-01,6.944539578389350432e-01,9.200720006929621331e-01
1.514752148988777858e+00,9.606778122558149446e-01,7.345845181108328070e-01,9.144074140917620719e-01
1.668068005731419223e+00,9.637658634713791583e-01,7.691404899570476461e-01,9.097265030411939568e-01
1.804700702713751159e+00,9.666156368243713493e-01,7.989962782125393792e-01,9.058383394164853941e-01
1.926050194085419776e+00,9.692448700397370276e-01,8.248662472069666629e-01,9.025940395078078105e-01
2.033596587783196075e+00,9.716700804504601052e-01,8.473395582222934541e-01,8.998770653197474267e-01
2.128798197068267672e+00,9.739066331724600678e-01,8.669058418774524544e-01,8.975956650931781189e-01
2.213037864258136089e+00,9.759688081209417776e-01,8.839745063008989101e-01,8.956772029031083715e-01
2.287597501323647808e+00,9.778698653507127414e-01,8.988895249519952557e-01,8.940639543475656925e-01
1.000000000000000056e-01,9.387755102040816757e-01,2.535875926570159145e-01,9.842774189614117430e-01
2.790163128811804505e-01,9.435323858930203533e-01,3.638613214857250866e-01,9.726133153519722629e-01
5.012168398102819777e-01,9.479299969508696577e-01,4.561456405509990986e-01,9.584868102579718885e-01
7.330622932582411266e-01,9.519938992654970455e-01,5.333653794615086374e-01,9.459867504458371323e-01
9.576505397413369591e-01,9.557480751820490728e-01,5.983858063490224977e-01,9.356167258638993234e-01
1.167211169581122920e+00,9.592149910261507095e-01,6.534841132836448629e-01,9.271312616134981255e-01
1.358654896470927298e+00,9.624156596688977494e-01,7.004308472247631201e-01,9.201858219763747737e-01
1.531305971401623722e+00,9.653697064321398180e-01,7.406156284651902455e-01,9.144757840686912331e-01
1.685729178661553807e+00,9.680954369293348627e-01,7.751449974167958779e-01,9.097563498175940122e-01
1.823102632670283718e+00,9.706099056936995373e-01,8.049121565902567221e-01,9.058357056526072926e-01
1.944873962912834431e+00,9.729289846656024032e-01,8.306464635792601969e-01,9.025641007054868714e-01
2.052569973643376233e+00,9.750674307991383793e-01,8.529491349528771638e-01,8.998241784473638427e-01
2.147692347826186232e+00,9.770389522073429367e-01,8.723195513139443413e-01,8.975234212366678399e-01
2.231662826001155953e+00,9.788562724000680060e-01,8.891750407528700162e-01,8.955884736828547688e-01
2.305797286067357010e+00,9.805311922813233494e-01,9.038660330280766653e-01,8.939609276862452436e-01
1.000000000000000056e-01,9.469387755102041115e-01,2.555889585551173737e-01,9.846155406063682447e-01
2.809578043182401896e-01,9.510780276806753974e-01,3.672271062828375565e-01,9.730228683112547294e-01
5.060470986622014333e-01,9.549021179698690132e-01,4.605075997630648232e-01,9.588504707873701793e-01
7.409432061173244488e-01,9.584338595632239111e-01,5.384247863568317749e-01,9.462814687423284354e-01
9.683484424845862915e-01,9.616945972979686896e-01,6.039133522508863816e-01,9.358435792064559999e-01
1.180325606579722075e+00,9.647042729276793516e-01,6.593039558359947705e-01,9.272972416527257566e-01
1.373733876159737743e+00,9.674814926245473012e-01,7.064074723904804065e-01,9.202989555956385681e-01
1.547903072226763044e+00,9.700435955148725142e-01,7.466443421509628697e-01,9.145437227817346804e-01
1.703430978669623341e+00,9.724067222715708780e-01,7.811450535599998579e-01,9.097859633382417988e-01
1.841540536628559543e+00,9.745858829826207215e-01,8.108216824281786472e-01,9.058329929126556213e-01
1.963727651307462185e+00,9.765950236801942408e-01,8.364186229433955289e-01,9.025342048373925508e-01
2.071566346138835168e+00,9.784470910552738321e-01,8.585491681452012136e-01,8.997714330896563473e-01
2.166602108719984265e+00,9.801540950001378372e-01,8.777224545585663451e-01,8.974514015637263809e-01
2.250295927079189795e+00,9.817271687191578833e-01,8.943637257169833044e-01,8.955000417200461582e-01
2.323997917220010923e+00,9.831766262295640324e-01,9.088298560617668054e-01,8.938582673830456349e-01
1.000000000000000056e-01,9.551020408163265474e-01,2.575902087478114111e-01,9.849484491839637368e-01
2.828995733101896115e-01,9.586184673044854110e-01,3.705966564225237070e-01,9.734286108063994192e-01
5.108877625420211732e-01,9.618650129255525982e-01,4.648747666596497186e-01,9.592113665845732884e-01
7.488468228771508750e-01,9.648615448493450542e-01,5.434891201856523191e-01,9.465741828195243235e-01
9.790793574853625669e-01,9.676265983846987773e-01,6.094445326756322556e-01,9.360689967676962819e-01
1.193479907267028350e+00,9.701774455413286757e-01,6.651256021663702889e-01,9.274622163614769654e-01
1.388855943840708429e+00,9.725301636013623519e-01,7.123838348421370759e-01,9.204114124420416099e-01
1.564543252660046013e+00,9.746997029292383541e-01,7.526706837194420130e-01,9.146112370859007523e-01
1.721173221177862533e+00,9.766999534129812144e-01,7.871407069377451826e-01,9.098153475475529994e-01
1.860014258821137911e+00,9.785438090686218171e-01,8.167249280305349801e-01,9.058302030082782119e-01
1.982611144651932333e+00,9.802432304559676179e-01,8.421828202354953996e-01,9.025043521090824195e-01
2.090585641549411733e+00,9.818093046510075750e-01,8.641397736383898964e-01,8.997188281871213444e-01
2.185527473998861936e+00,9.832523026005993705e-01,8.831146862325636171e-01,8.973796039491643839e-01
2.268937224203991576e+00,9.845817337511091338e-01,8.995407122563243707e-01,8.954119039100003619e-01
2.342199516071763910e+00,9.858063978964279883e-01,9.137811591353923735e-01,8.937559693435901398e-01
1.000000000000000056e-01,9.632653061224489832e-01,2.595913432578268454e-01,9.852762690319927241e-01
2.848416175206949230e-01,9.661537527691845817e-01,3.739699437870161458e-01,9.738306195915120700e-01
5.157387829903138377e-01,9.688187727278635419e-01,4.692470994527661587e-01,9.595695489147280099e-01
7.567730449204460585e-01,9.712770831393739979e-01,5.485583379817861038e-01,9.468649276582478125e-01
9.898431415707389380e-01,9.735442375634144607e-01,6.149793133140767365e-01,9.362930024236986171e-01
1.206673895397405438e+00,9.756346932288747498e-01,6.709490336079226847e-01,9.276262018475610605e-01
1.404020905135468844e+00,9.775618766856551956e-01,7.183599360484161922e-01,9.205232031212080557e-01
1.581226316433990586e+00,9.793382474455264441e-01,7.586946772534701733e-01,9.146783336550947663e-01
1.738955723902925188e+00,9.809753593068676336e-01,7.931320051618333533e-01,9.098445062812556827e-01
1.878523645296822142e+00,9.824839191472470867e-01,8.226219642767337303e-01,9.058273376935332966e-01
2.001524329451231488e+00,9.838738430413344060e-01,8.479391484868796791e-01,9.024745427058225022e-01
2.109627796397559596e+00,9.851543096218023932e-01,8.697210649080643341e-01,8.996663626887866361e-01
2.204468437124709634e+00,9.863338106496566393e-01,8.884963781678618666e-01,8.973080263005713819e-01
2.287586772158290760e+00,9.874201987995396834e-01,9.047061482597008597e-01,8.953240572034940614e-01
2.360402200769079695e+00,9.884207326965130935e-01,9.187201038177179591e-01,8.936540295525911004e-01
1.000000000000000056e-01,9.714285714285714191e-01,2.615923620875345579e-01,9.855991205952117085e-01
2.867839347162441377e-01,9.736839312335785479e-01,3.773469406672428361e-01,9.742289691563584819e-01
5.206001122193963937e-01,9.757634866285824771e-01,4.736245569931727406e-01,9.599250675889194895e-01
7.647217749156918210e-01,9.776806000411484288e-01,5.536323974652366253e-01,9.471537372784702979e-01
1.000639653407509488e+00,9.794476708794739306e-01,6.205176604255409067e-01,9.365156194117947308e-01
1.219907396982316872e+00,9.810761966998244876e-01,6.767742318101218624e-01,9.277892137963058561e-01
1.419228568147994141e+00,9.825768318305793114e-01,7.243357774420415840e-01,9.206343379633339374e-01
1.597952069763812322e+00,9.839594433146299224e-01,7.647163463804024230e-01,9.147450189886460192e-01
1.756778306808173706e+00,9.852331640912531663e-01,7.991189949307908602e-01,9.098734432704133068e-01
1.897068543885178649e+00,9.864064433866840398e-01,8.285128606612208735e-01,9.058243986671875581e-01
2.020467093315167162e+00,9.874870943211614405e-01,8.536876988779759090e-01,9.024447767936518705e-01
2.128692747453942768e+00,9.884823387706915820e-01,8.752931531340044646e-01,8.996140355523387644e-01
2.223424990805279222e+00,9.893988495454714149e-01,8.938676594877885684e-01,8.972366665576620992e-01
2.306244623860110643e+00,9.902427899649467458e-01,9.098601785344302417e-01,8.952364986053780171e-01
2.378606086412815124e+00,9.910198509228062003e-01,9.236468482676091218e-01,8.935524440716914318e-01
1.000000000000000056e-01,9.795918367346938549e-01,2.635932652202636062e-01,9.859171205758540113e-01
2.887265227614044250e-01,9.812090490324324454e-01,3.807276197539489204e-01,9.746237318128261329e-01
5.254717030977407166e-01,9.826992422652437442e-01,4.780070987557625828e-01,9.602779710185941342e-01
7.726929167893328287e-01,9.840722188199469977e-01,5.587112570259995525e-01,9.474406447745916671e-01
1.011468753462952064e+00,9.853370513871927416e-01,6.260595408241323989e-01,9.367368703536433916e-01
1.233180240242263803e+00,9.865021331138109639e-01,6.826011787311104806e-01,9.279512674856364995e-01
1.434478743411830459e+00,9.875752249738093402e-01,7.303113604211188825e-01,9.207448270329643414e-01
1.614720321295049832e+00,9.885635003985356883e-01,7.707357142845991937e-01,9.148112994175416901e-01
1.774640792057356364e+00,9.894735872296912538e-01,8.051017220549445685e-01,9.099021621452620945e-01
1.915648804162029206e+00,9.903116070764780288e-01,8.343976853318983977e-01,9.058213875749042687e-01
2.039439324941198617e+00,9.910832121711262710e-01,8.594285607902657498e-01,9.024150545203917240e-01
2.147780431742589702e+00,9.917936198261955161e-01,8.808561472653244628e-01,8.995618457442364768e-01
2.242397127025939962e+00,9.924476446030502386e-01,8.992286566848030072e-01,8.971655226916382952e-01
2.324910830424549602e+00,9.930497283043734358e-01,9.150029448956663591e-01,8.951492251732351413e-01
2.396811285152539828e+00,9.936039679049919471e-01,9.285615473337982539e-01,8.934512090373806226e-01
1.000000000000000056e-01,9.877551020408164018e-01,2.655940526215438413e-01,9.862303820772254648e-01
2.906693796143189346e-01,9.887291516976159933e-01,3.841119541290751727e-01,9.750149777773681192e-01
5.303535091348893227e-01,9.896261257035328107e-01,4.823946848254013209e-01,9.606283062674747519e-01
7.806863756988106084e-01,9.904520604613196166e-01,5.637948757083783846e-01,9.477256823491126969e-01
1.022330303966739296e+00,9.912125292315964176e-01,6.316049218654646857e-01,9.369567772772644521e-01
1.246492255560137430e+00,9.919126761792890212e-01,6.884298566303005407e-01,9.281123778004811697e-01
1.449771243838861912e+00,9.925572481509189471e-01,7.362866863504196058e-01,9.208546801383362679e-01
1.631530882052704357e+00,9.931506242959912134e-01,7.767528037194757484e-01,9.148771811103817431e-01
1.792543003969592208e+00,9.936968436468198718e-01,8.110802314806053737e-01,9.099306664388769894e-01
1.934264277415847832e+00,9.941996307706494340e-01,8.402765051271685603e-01,9.058183060113259577e-01
2.058440914097567909e+00,9.946624196062124890e-01,8.651618218563517093e-01,9.023853760165989613e-01
2.166890786545585090e+00,9.950883755941976050e-01,8.864101540832726167e-01,8.995097922398026524e-01
2.261384837080033350e+00,9.954804162077092178e-01,9.045794936953662768e-01,8.970945927045644863e-01
2.343585441223099419e+00,9.958412299848902194e-01,9.201345862524106245e-01,8.950622340160812040e-01
2.415017906277225457e+00,9.961732941615942805e-01,9.334643526509245337e-01,8.933503206589853418e-01
1.000000000000000056e-01,9.959183673469387266e-01,2.675947242402764714e-01,9.865390147407544497e-01
2.926125033224291627e-01,9.962442839785334847e-01,3.874999172573785899e-01,9.754027752496503556e-01
5.352454844668582679e-01,9.965442214782280761e-01,4.867872758831892632e-01,9.609761191011083614e-01
7.887020580064019182e-01,9.968202437317251752e-01,5.688832131957832772e-01,9.480088813447931084e-01
1.033224168873969839e+00,9.970742517272805916e-01,6.371537714337940361e-01,9.371753616380905649e-01
1.259843275435926557e+00,9.973079962486952610e-01,6.942602480612024562e-01,9.282725592465386200e-01
1.465105884669577030e+00,9.975230896046483053e-01,7.422617565626065117e-01,9.209639068403107087e-01
1.648383565391867700e+00,9.977210164635674783e-01,7.827676370191254396e-01,9.149426700790719291e-01
1.810484768975651138e+00,9.979031438588986669e-01,8.170545673133999820e-01,9.099589595906697470e-01
1.952914816615082261e+00,9.980707304254650136e-01,8.461493856116605317e-01,9.058151555220630424e-01
2.077471751606802197e+00,9.982249349236155256e-01,8.708875680082341919e-01,9.023557413964704566e-01
2.186023749407388639e+00,9.983668241040604130e-01,8.919552782617629072e-01,8.994578740233044600e-01
2.280388111597982270e+00,9.984973799626797319e-01,9.099202919720899008e-01,8.970238746287564346e-01
2.362268503940697872e+00,9.986175064311787475e-01,9.252552386903724058e-01,8.949755222931053966e-01
2.433226056302546070e+00,9.987280355462377912e-01,9.383554127320234972e-01,8.932497752167275484e-01
1.000000000000000056e-01,1.004081632653061273e+00,2.695952800098366242e-01,9.868431248768378961e-01
2.945558920184094820e-01,1.003754489861873989e+00,3.908914829782914602e-01,9.757871904876055380e-01
5.401475838420064512e-01,1.003453612632752012e+00,4.911848331931358835e-01,9.613214540341746828e-01
7.967398712538280581e-01,1.003176885237075711e+00,5.739762297960001591e-01,9.482902722753717706e-01
1.044150213829266649e+00,1.002922363434507247e+00,6.427060579295610365e-01,9.373926443390924179e-01
1.273233134442744996e+00,1.002688260410227405e+00,7.000923358644762784e-01,9.284318259634465331e-01
1.480482483424774953e+00,1.002472933890243389e+00,7.482365723594063267e-01,9.210725164609151472e-01
1.665278186949766370e+00,1.002274874332321319e+00,7.887802361095338499e-01,9.150077721842678757e-01
1.828465915575461231e+00,1.002092694099556036e+00,8.230247728407847907e-01,9.099870449497348135e-01
1.971600276376325844e+00,1.001925117532108889e+00,8.520163911107003774e-01,9.058119376055870919e-01
2.096531729329521809e+00,1.001770971840312940e+00,8.766058835238739189e-01,9.023261507586970431e-01
2.205179258138755927e+00,1.001629178749246174e+00,8.974916224257383224e-01,8.994060900880155307e-01
2.299406940575132730e+00,1.001498746831124054e+00,9.152511705532717645e-01,8.969533665261832933e-01
2.380960064630542217e+00,1.001378764467491411e+00,9.303650355518067183e-01,8.948890872124517504e-01
2.451435839054873167e+00,1.001268393388304867e+00,9.432348730576247675e-01,8.931495690598499904e-01
1.000000000000000056e-01,1.012244897959183598e+00,2.715957198491154023e-01,9.871428155898107626e-01
2.964995439163037871e-01,1.011259812590703744e+00,3.942866254980091356e-01,9.761682878790851614e-01
5.450597626073534485e-01,1.010354380757384263e+00,4.955873185892324395e-01,9.616643543756688839e-01
8.047997241376034783e-01,1.009522099479269963e+00,5.790738864269086017e-01,9.485698848549256601e-01
1.055108306131909535e+00,1.008757006232652076e+00,6.482617502573166934e-01,9.376086457500190097e-01
1.286661669184115731e+00,1.008053632576386915e+00,7.059261031611998582e-01,9.285901917373734493e-01
1.495900859858657395e+00,1.007406961977036275e+00,7.542111350127335134e-01,9.211805180915146885e-01
1.682214564599170847e+00,1.006812391420250918e+00,7.947906225194069085e-01,9.150724931405794793e-01
1.846486274296800678e+00,1.006265696440956203e+00,8.289908905537809458e-01,9.100149257780443257e-01
1.990320512933329677e+00,1.005762999244478317e+00,8.578775847435768931e-01,9.058086537150363826e-01
2.115620740148566270e+00,1.005300739625538453e+00,8.823168510721084434e-01,9.022966041872756415e-01
2.224357250820302667e+00,1.004875648422689283e+00,9.030192872074562782e-01,8.993544394362685823e-01
